epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,1908.47,1.04529,0.87293,1.27869,0.63774,0.64272,0.66443,0.33421,1.68522,1.323,1.90176,0.0005413,0.0005413,0.0005413
141,1921.98,1.03252,0.83749,1.27358,0.67045,0.64095,0.68092,0.33786,1.68399,1.3233,1.8837,0.000538,0.000538,0.000538
142,1935.67,1.06045,0.87187,1.28756,0.6557,0.61805,0.65652,0.32574,1.72273,1.3525,1.94425,0.0005347,0.0005347,0.0005347
143,1949.33,1.04528,0.87282,1.27885,0.64043,0.64245,0.66242,0.3313,1.72979,1.33729,1.93046,0.0005314,0.0005314,0.0005314
144,1962.95,1.06467,0.8671,1.27943,0.65582,0.63926,0.67264,0.33505,1.74186,1.32836,1.94718,0.0005281,0.0005281,0.0005281
145,1976.52,1.03148,0.85095,1.27004,0.65736,0.6232,0.66281,0.33752,1.69705,1.30948,1.89298,0.0005248,0.0005248,0.0005248
146,1989.99,1.05562,0.85886,1.28238,0.66543,0.66537,0.66784,0.33712,1.7092,1.3118,1.87905,0.0005215,0.0005215,0.0005215
147,2003.39,1.02717,0.83684,1.25808,0.65599,0.63975,0.67551,0.34133,1.71772,1.30172,1.90897,0.0005182,0.0005182,0.0005182
148,2016.85,1.0369,0.84179,1.25991,0.62673,0.67272,0.67577,0.34156,1.70754,1.28654,1.9041,0.0005149,0.0005149,0.0005149
149,2030.41,1.01958,0.81903,1.25734,0.6455,0.65876,0.68088,0.34097,1.70028,1.31113,1.88987,0.0005116,0.0005116,0.0005116
150,2043.81,1.0603,0.83746,1.26643,0.63979,0.63248,0.65742,0.32526,1.73464,1.35316,1.93438,0.0005083,0.0005083,0.0005083
151,2057.29,1.03406,0.82018,1.25737,0.62133,0.66006,0.68199,0.33946,1.70942,1.29832,1.90328,0.000505,0.000505,0.000505
152,2070.66,1.04198,0.83459,1.26199,0.66789,0.66055,0.69403,0.3466,1.71072,1.31178,1.9113,0.0005017,0.0005017,0.0005017
153,2084.07,1.02253,0.8317,1.26063,0.65124,0.64957,0.67005,0.34042,1.72865,1.31461,1.95414,0.0004984,0.0004984,0.0004984
154,2097.44,1.05106,0.85062,1.28231,0.59144,0.68159,0.65344,0.32288,1.73863,1.30401,1.92464,0.0004951,0.0004951,0.0004951
155,2110.92,1.03745,0.83457,1.25958,0.65749,0.62659,0.67824,0.34539,1.69952,1.2789,1.9114,0.0004918,0.0004918,0.0004918
156,2124.36,0.9952,0.79807,1.23814,0.62581,0.6598,0.67187,0.33993,1.72036,1.3049,1.9522,0.0004885,0.0004885,0.0004885
157,2137.8,1.01917,0.81656,1.25644,0.64182,0.65033,0.6704,0.33483,1.69385,1.33717,1.90875,0.0004852,0.0004852,0.0004852
158,2151.22,0.9829,0.78653,1.23951,0.61499,0.66852,0.65281,0.33534,1.70863,1.31454,1.9094,0.0004819,0.0004819,0.0004819
